year,gdp_per_capita,gdp_per_capita_defl,cty_code
2009,1707.62,795.95593,3350
2010,1897.73,870.29474,3350
2011,2269.35,1008.8736,3350
2012,2514.32,1095.1157,3350
1989,2868.56,2313.3547,3550
1990,3319.18,2539.541,3550
1991,3976.87,2919.8752,3550
1992,4542.97,3238.04,3550
1993,5260.67,3640.6021,3550
1994,6070.22,4095.9648,3550
1995,6661.87,4371.3062,3550
1996,7038.55,4486.0107,3550
1997,7362.67,4587.3335,3550
1998,7756.84,4758.7974,3550
1999,7295.82,4379.2437,3550
2000,6917.14,4016.9221,3550
2001,6319.55,3568.3511,3550
2002,4120.39,2290.3782,3550
2003,3652.77,1985.201,3550
2004,4151.89,2197.9302,3550
2005,5263.1,2694.8796,3550
2006,5919.56,2936.2896,3550
2007,7058.13,3404.1003,3550
2008,9107.889999999999,4230.2661,3550
2009,9037.379999999999,4212.5039,3550
2010,11573.14,5307.416,3550
2011,13784.56,6128.1328,3550
2012,14766.83,6431.7144,3550
1989,2584.99,2084.6694,3570
1990,4379.5,3350.8035,3570
1991,5796.41,4255.8076,3570
1992,6900.12,4918.1182,3570
1993,7028.62,4864.0967,3570
1994,7576.83,5112.5708,3570
1995,7531.45,4941.8965,3570
1996,7862.15,5010.9307,3570
1997,8381.06,5221.8442,3570
1998,8478.200000000001,5201.3496,3570
1999,7970.2,4784.0337,3570
2000,7917.15,4597.6479,3570
2001,7417.62,4188.3794,3570
2002,2656.23,1476.5037,3570
2003,3439.37,1869.2228,3570
2004,4048.33,2143.1074,3570
2005,4781.86,2448.469,3570
2006,5540.64,2748.3333,3570
2007,6705.04,3233.8069,3570
2008,8270.209999999999,3841.196,3570
2009,7707.99,3592.8489,3570
2010,9162.209999999999,4201.769,3570
2011,10958.9,4871.9434,3570
2012,11582.48,5044.7661,3570
1989,7858.91,6337.8306,4910
1990,9428.030000000001,7213.4893,4910
1991,9476.93,6958.0986,4910
1992,11064.83,7886.5503,4910
1993,10322.07,7143.3008,4910
1994,11398.57,7691.3428,4910
1995,14011.84,9194.1211,4910
1996,13922.15,8873.2637,4910
1997,13056.25,8134.7349,4910
1998,13829.8,8484.54,4910
1999,13996.55,8401.29,4910
2000,13185.64,7657.166,4910
2001,13615.2,7687.8599,4910
2002,14676.35,8158.0605,4910
2003,18226.81,9905.875,4910
2004,21360.22,11307.687,4910
2005,22742.03,11644.664,4910
2006,24305.65,12056.374,4910
2007,28039.01,13523.072,4910
2008,31685.54,14716.721,4910
2009,28657.35,13357.766,4910
2010,27501.53,12612.141,4910
2011,29021.34,12901.872,4910
2012,26388.99,11493.764,4910
1989,970.71,782.83063,5040
1990,1002.87,767.30688,5040
1991,1493.42,1096.4905,5040
1992,1824.04,1300.0997,5040
1993,2429.69,1681.4463,5040
1994,2879.79,1943.1781,5040
1995,3445.97,2261.1353,5040
1996,3949.24,2517.043,5040
1997,4690.27,2922.2866,5040
1998,5049.34,3097.7546,5040
1999,4983.55,2991.3264,5040
2000,4841.67,2811.655,5040
2001,4874.85,2752.5974,5040
2002,5220.71,2902.0068,5040
2003,5330.28,2896.8914,5040
2004,5712.84,3024.2668,5040
2005,5713.2,2925.3455,5040
2006,5903.09,2928.1199,5040
2007,6639.5,3202.1973,5040
2008,7795.33,3620.6326,5040
2009,8982.83,4187.0771,5040
2010,9500.76,4357.0273,5040
2011,9856.02,4381.6416,5040
2012,10310.65,4490.8188,5040
1989,800.86,645.85486,5020
1990,967.15,739.97711,5020
1991,972.18,713.78857,5020
1992,983.58,701.05487,5020
1993,995.06,688.6228,5020
1994,1060.71,715.72876,5020
1995,1133.16,743.54333,5020
1996,1186.16,755.9975,5020
1997,1080.81,673.40186,5020
1998,1028.17,630.77911,5020
1999,1043.17,626.15247,5020
2000,1202.89,698.54242,5020
2001,1236.9,698.41895,5020
2002,1305.09,725.45306,5020
2003,1208.89,657.00543,5020
2004,1361.5,720.75177,5020
2005,1510.39,773.36914,5020
2006,1726.03,856.16565,5020
2007,2016.05,972.33069,5020
2008,2557.21,1187.7262,5020
2009,2557.27,1191.9949,5020
2010,2806.69,1287.1417,5020
1989,11271.15,9089.6367,5081
1990,12957.64,9914.0332,5081
1991,14247.65,10460.83,5081
1992,15373.02,10957.249,5081
1993,14897.07,10309.391,5081
1994,16418.21,11078.414,5081
1995,18890.55,12395.375,5081
1996,20120.06,12823.493,5081
1997,20186.9,12577.508,5081
1998,19911.59,12215.699,5081
1999,19576.84,11750.805,5081
2000,21514.03,12493.63,5081
2001,20761.78,11723.195,5081
2002,18806.43,10453.825,5081
2003,19413.38,10550.75,5081
2004,20302.71,10747.861,5081
2005,20984.22,10744.608,5081
2006,22339.21,11080.957,5081
2007,25330.42,12216.733,5081
2008,30190.17,14022.179,5081
2009,28523.42,13295.338,5081
2010,31420.31,14409.284,5081
2011,34264.73,15232.899,5081
2012,33432.68,14561.652,5081
1989,1352.56,1090.7742,5110
1990,1199.71,917.91132,5110
1991,1174.02,861.98236,5110
1992,1396.77,995.55951,5110
1993,1385.33,958.70587,5110
1994,1497.16,1010.2294,5110
1995,1578.45,1035.7284,5110
1996,1580.73,1007.4762,5110
1997,1608.13,1001.9501,5110
1998,1711.51,1050.0061,5110
1999,1719.95,1032.3829,5110
2000,1741.93,1011.5737,5110
2001,1802.99,1018.0632,5110
2002,1879.65,1044.8306,5110
2003,1949.46,1059.4891,5110
2004,2132.97,1129.1531,5110
2005,2300.14,1177.7471,5110
2006,2688.74,1333.7003,5110
2007,2989.8,1441.9655,5110
2008,3757.37,1745.1545,5110
2009,3986.56,1858.2156,5110
2010,4326.38,1984.0682,5110
2011,4618.45,2053.2012,5110
2012,4878.78,2124.9597,5110
1989,20478.53,16514.943,5200
1990,26621.51,20368.41,5200
1991,25847.41,18977.541,5200
1992,25960.97,18503.898,5200
1993,25654.37,17753.889,5200
1994,25762.53,17383.623,5200
1995,26394.42,17319.174,5200
1996,29058.86,18520.625,5200
1997,29535.55,18402.211,5200
1998,25897.65,15888.129,5200
1999,27321.04,16399.184,5200
2000,34688.98,20144.588,5200
2001,32621.29,18419.701,5200
2002,32790.71,18227.188,5200
2003,35017.31,19031.146,5200
2004,39304.51,20807.047,5200
2005,43988.56,22523.584,5200
2006,44283.3,21965.922,5200
2007,41472.29,20001.875,5200
2008,39074.84,18148.768,5200
2009,31073.63,14484.042,5200
2010,34778.05,15949.136,5200
2011,40951.45,18205.582,5200
2012,43773.84,19065.76,5200
1989,448.8,361.93549,5350
1990,482.94,369.50269,5350
1991,538.43,395.32306,5350
1992,559.83,399.02353,5350
1993,577.75,399.82697,5350
1994,571.1,385.35764,5350
1995,646.24,424.04202,5350
1996,662.3200000000001,422.12878,5350
1997,638.9500000000001,398.09967,5350
1998,619.93,380.32516,5350
1999,578.8,347.41898,5350
2000,580.61,337.17191,5350
2001,559.6,315.97968,5350
2002,545.84,303.41302,5350
2003,611.96,332.58694,5350
2004,706.3200000000001,373.91214,5350
2005,777.54,398.12595,5350
2006,883.48,438.23413,5350
2007,963.9,464.88409,5350
2008,1039.69,482.89621,5350
2009,1009.31,470.45963,5350
2010,1034.31,474.33224,5350
2011,1219.16,541.99585,5350
2012,1260.74,549.11713,5350
1989,362.17,292.07257,5330
1990,386.19,295.47821,5330
1991,318.63,233.94273,5330
1992,333.21,237.49821,5330
1993,315.95,218.65051,5330
1994,363.03,244.95952,5330
1995,391.99,257.2113,5330
1996,419.31,267.24667,5330
1997,435.42,271.2897,5330
1998,432.83,265.53989,5330
1999,459.82,276.00241,5330
2000,461.11,267.77585,5330
2001,470.17,265.48279,5330
2002,491.24,273.06284,5330
2003,572.13,310.94022,5330
2004,657.52,348.07837,5330
2005,748.85,383.43573,5330
2006,839.93,416.63193,5330
2007,1080.7,521.21613,5330
2008,1052.67,488.92493,5330
2009,1158.91,540.19122,5330
2010,1432.25,656.82666,5330
2011,1546.55,687.54199,5330
2012,1500.76,653.6582,5330
1989,280.06,225.85484,5380
1990,283.99,217.28387,5380
1991,285.92,209.92657,5380
1992,279.63,199.30862,5380
1993,286.81,198.48442,5380
1994,305.04,205.82996,5380
1995,330.19,216.66011,5380
1996,339.18,216.17592,5380
1997,347.26,216.36137,5380
1998,351.1,215.39877,5380
1999,358.01,214.89195,5380
2000,355.39,206.38211,5380
2001,350.29,197.79221,5380
2002,361.73,201.07283,5380
2003,391.39,212.71196,5380
2004,418.59,221.59344,5380
2005,427.06,218.6687,5380
2006,450.09,223.25893,5380
2007,505.05,243.58305,5380
2008,570.8,265.11475,5380
2009,634.59,295.79514,5380
2010,702.83,322.31628,5380
2011,747.12,332.1434,5380
2012,797.16,347.20419,5380
1989,448.79,361.92743,5420
1990,508.57,389.11249,5420
1991,550.72,404.34656,5420
1992,587.1900000000001,418.5246,5420
1993,619.59,428.78198,5420
1994,704.26,475.20917,5420
1995,740.01,485.57089,5420
1996,801.89,511.08353,5420
1997,882.96,550.13086,5420
1998,897.88,550.84662,5420
1999,889.31,533.7995,5420
2000,916.55,532.25897,5420
2001,868.08,490.16373,5420
2002,900.33,500.4614,5420
2003,982.33,533.875,5420
2004,1063.04,562.75281,5420
2005,1244.6,637.27594,5420
2006,1429.94,709.29559,5420
2007,1624.18,783.3338,5420
2008,2027.4,941.64972,5420
2009,2076.81,968.04279,5420
2010,2428.87,1113.8744,5420
2011,2880.34,1280.4983,5420
2012,2875.8,1252.559,5420
1989,214.06,172.62903,5360
1990,215.02,164.51416,5360
1991,229.48,168.48752,5360
1992,203.25,144.86813,5360
1993,212.69,147.19031,5360
1994,216.47,146.06613,5360
1995,229.06,150.30185,5360
1996,230.2,146.71767,5360
1997,244.09,152.08099,5360
1998,236.91,145.34355,5360
1999,238.15,142.94717,5360
2000,247.18,143.54239,5360
2001,249.03,140.61546,5360
2002,247.93,137.81546,5360
2003,258.01,140.22282,5360
2004,291.87,154.51033,5360
2005,323.42,165.60164,5360
2006,352.8,175,5360
2007,397.87,191.89069,5360
2008,477.93,221.98019,5360
2009,484.27,225.72797,5360
2010,596.06,273.35178,5360
2011,704.17,313.04932,5360
2012,690.04,300.54794,5360
1989,1306.77,1053.8468,5490
1990,1521.05,1163.7721,5490
1991,1688.66,1239.8385,5490
1992,1893.55,1349.6437,5490
1993,2087.83,1444.865,5490
1994,2441.95,1647.7395,5490
1995,2825.72,1854.1471,5490
1996,3026.6,1928.9995,5490
1997,2481.11,1545.8629,5490
1998,1819.86,1116.4785,5490
1999,1988.75,1193.7275,5490
2000,1983.32,1151.7538,5490
2001,1835.78,1036.5782,5490
2002,1999.3,1111.3397,5490
2003,2228.26,1211.0109,5490
2004,2479.03,1312.3505,5490
2005,2707.51,1386.3337,5490
2006,3172.3,1573.5615,5490
2007,3756.87,1811.9194,5490
2008,4110,1908.9377,5490
2009,3943.07,1837.9441,5490
2010,4740.33,2173.9048,5490
2011,5114.73,2273.8298,5490
2012,5390.41,2347.801,5490
1989,97.16,78.354836,5520
1990,98.03,75.00383,5520
1991,113.65,83.443466,5520
1992,144.15,102.74412,5520
1993,189.26,130.97577,5520
1994,229.85,155.09447,5520
1995,288.87,189.54726,5520
1996,337.52,215.11792,5520
1997,361.91,225.48909,5520
1998,360.93,221.42944,5520
1999,374.72,224.92197,5520
2000,401.57,233.19977,5520
2001,413.34,233.39355,5520
2002,440.21,244.69707,5520
2003,489.03,265.77716,5520
2004,603.67,319.5712,5520
2005,699.68,358.25906,5520
2006,796.93,395.30258,5520
2007,920.46,443.9332,5520
2008,1154.49,536.21643,5520
2009,1181.51,550.72552,5520
2010,1297.85,595.1911,5520
2011,1532.06,681.10022,5520
2012,1752.62,763.3562,5520
1989,42.08,33.935482,5550
1990,105.97,81.078812,5550
1991,229.77,168.70044,5550
1992,270.25,192.62296,5550
1993,260.76,180.45674,5550
1994,247.71,167.14575,5550
1995,297.27,195.05907,5550
1996,294.9,187.95413,5550
1997,281.03,175.09657,5550
1998,253.07,155.25768,5550
1999,281.18,168.77551,5550
2000,288.13,167.32288,5550
2001,309.1,174.53416,5550
2002,326.88,181.70096,5550
2003,349.47,189.92935,5550
2004,393.48,208.30069,5550
2005,455.09,233.02098,5550
2006,513.63,254.77678,5550
2007,603.14,290.89136,5550
2008,710.89,330.18121,5550
2009,703.41,327.8735,5550
2010,752.68,345.17737,5550
2011,853.5,379.43622,5550
2012,925.52,403.1116,5550
1989,573.46,462.46774,5600
1990,634.26,485.2793,5600
1991,698.84,513.09839,5600
1992,746.16,531.83179,5600
1993,838.4400000000001,580.23529,5600
1994,923.3200000000001,623.02295,5600
1995,1037.88,681.02368,5600
1996,1154.14,735.5896,5600
1997,1082.64,674.54205,5600
1998,473.48,290.47852,5600
1999,686.59,412.11884,5600
2000,800.05,464.6051,5600
2001,766.93,433.0491,5600
2002,922.1,512.56256,5600
2003,1091.22,593.05432,5600
2004,1177.51,623.35101,5600
2005,1290.77,660.9165,5600
2006,1622.6,804.86108,5600
2007,1897.56,915.18359,5600
2008,2211.37,1027.0967,5600
2009,2299.63,1071.9037,5600
2010,2985.77,1369.2675,5600
2011,3510.59,1560.6854,5600
2012,3593.67,1565.2283,5600
1989,2185.66,1762.629,5570
1990,2374.17,1816.5035,5570
1991,2649.14,1945.0367,5570
1992,3102.25,2211.1548,5570
1993,3412.71,2361.7371,5570
1994,3697.94,2495.2361,5570
1995,4295.15,2818.3401,5570
1996,4752.05,3028.7129,5570
1997,4601.4,2866.9158,5570
1998,3231.71,1982.6442,5570
1999,3454.84,2073.7334,5570
2000,3991.91,2318.1824,5570
2001,3846.24,2171.7898,5570
2002,4078.35,2267.0095,5570
2003,4352.36,2365.4131,5570
2004,4815.65,2549.3118,5570
2005,5421.34,2775.9036,5570
2006,6065.61,3008.7351,5570
2007,7121.82,3434.8179,5570
2008,8390.27,3896.9592,5570
2009,7203.34,3357.6213,5570
2010,8658.67,3970.8467,5570
2011,9979.389999999999,4436.4873,5570
2012,10344.87,4505.7231,5570
1989,10715.16,8641.2578,5590
1990,12745.06,9751.3857,5590
1991,14412.55,10581.901,5590
1992,16099.09,11474.762,5590
1993,18250.52,12630.117,5590
1994,21419.97,14453.421,5590
1995,24702,16208.662,5590
1996,25929.64,16526.223,5590
1997,26158.1,16297.882,5590
1998,21647.26,13280.527,5590
1999,21441.38,12869.976,5590
2000,23413.77,13596.847,5590
2001,21194.09,11967.301,5590
2002,21705.06,12065.07,5590
2003,23319.87,12673.842,5590
2004,27047.14,14318.232,5590
2005,29403.39,15055.499,5590
2006,33088.75,16413.07,5590
2007,38762.59,18695.002,5590
2008,39382.95,18291.873,5590
2009,37859.79,17647.207,5590
2010,45639.35,20930.104,5590
2011,51241.74,22780.283,5590
2012,52051.81,22671.242,5590
1989,784.88,632.96771,5650
1990,796.27,609.23492,5650
1991,797.08,585.2276,5650
1992,911.42,649.62225,5650
1993,914.0700000000001,632.5744,5650
1994,1051.68,709.63562,5650
1995,1200.43,787.68378,5650
1996,1311.13,835.64697,5650
1997,1273.33,793.35199,5650
1998,960.71,589.39264,5650
1999,1080.95,648.82953,5650
2000,1055.12,612.72937,5650
2001,970.38,547.92773,5650
2002,1014.94,564.16901,5650
2003,1024.77,556.94019,5650
2004,1093.48,578.86713,5650
2005,1208.93,619.01178,5650
2006,1405.21,697.02875,5650
2007,1683.69,812.03516,5650
2008,1918.26,890.95837,5650
2009,1851.48,863.01196,5650
2010,2155.41,988.46619,5650
2011,2378.93,1057.589,5650
2012,2611.5,1137.4426,5650
1990,1293.5,989.67108,5740
1991,1329.83,976.38031,5740
1992,724.93,516.69995,5740
1993,353.87,244.89273,5740
1994,420.54,283.7652,5740
1995,649.85,426.41077,5740
1996,593.64,378.35568,5740
1997,514.14,320.33646,5740
1998,483.03,296.33743,5740
1999,448.25,269.05762,5740
2000,475.59,276.18466,5740
2001,522.91,295.26257,5740
2002,567.9400000000001,315.69763,5740
2003,640.76,348.23914,5740
2004,790.02,418.22128,5740
2005,990.59,507.21454,5740
2006,1326.75,658.11011,5740
2007,1619.53,781.09113,5740
2008,2108.31,979.22931,5740
2009,1688.16,786.88525,5740
2010,2266.65,1039.4806,5740
2011,3125.53,1389.5012,5740
2012,3627.2,1579.8323,5740
1989,400.44,322.93549,5700
1990,341.35,261.17062,5700
1991,353.27,259.37592,5700
1992,416.68,296.99216,5700
1993,517.41,358.06918,5700
1994,466.6,314.84482,5700
1995,601.01,394.36353,5700
1996,699.48,445.81265,5700
1997,770.59,480.11838,5700
1998,817.15,501.31903,5700
1999,861.21,516.9328,5700
2000,945.6,549.12891,5700
2001,1038.04,586.13214,5700
2002,1131.8,629.12732,5700
2003,1269.83,690.125,5700
2004,1486.02,786.67023,5700
2005,1726.05,883.79413,5700
2006,2063.87,1023.745,5700
2007,2644.56,1275.4579,5700
2008,3403.53,1580.8094,5700
2009,3739.62,1743.1119,5700
2010,4422.66,2028.222,5700
2011,5434.36,2415.9263,5700
2012,6071.47,2644.4377,5700
1989,5565.1,4487.9839,5800
1990,6307.66,4826.0601,5800
1991,7288.84,5351.5713,5800
1992,7729.98,5509.6079,5800
1993,8422.049999999999,5828.4082,5800
1994,9757.5,6584.0083,5800
1995,11778.76,7728.8457,5800
1996,12586.61,8022.0591,5800
1997,11582.11,7216.2681,5800
1998,7723.84,4738.5522,5800
1999,9906.5,5946.2783,5800
2000,11346.66,6589.2334,5800
2001,10654.82,6016.2734,5800
2002,12093.73,6722.4741,5800
2003,13451.1,7310.3804,5800
2004,15028.82,7955.9663,5800
2005,17550.88,8986.625,5800
2006,19676.11,9759.9746,5800
2007,21590.17,10412.83,5800
2008,19028.07,8837.8105,5800
2009,16958.65,7904.7671,5800
2010,20540.18,9419.6807,5800
2011,22388.4,9953.0986,5800
2012,22588.92,9838.6377,5800
1989,24522.43,19776.152,5880
1990,25139.58,19234.568,5880
1991,28541.69,20955.719,5880
1992,30972.98,22076.25,5880
1993,35376.66,24482.117,5880
1994,38758.66,26152.941,5880
1995,42516.46,27897.941,5880
1996,37424.79,23852.641,5880
1997,34307.37,21375.309,5880
1998,30981.06,19006.785,5880
1999,35014.33,21017.004,5880
2000,37303.81,21663.072,5880
2001,32711.1,18470.412,5880
2002,31241.17,17365.854,5880
2003,33717.88,18324.934,5880
2004,36444.19,19292.85,5880
2005,35780.57,18320.824,5880
2006,34076.75,16903.15,5880
2007,34038.35,16416.523,5880
2008,37865.07,17586.875,5880
2009,39321.22,18328.41,5880
2010,42916.74,19681.521,5880
2011,46101.82,20495.256,5880
2012,46706.72,20343.18,5880
1989,7520.98,6065.3066,5830
1990,8086.46,6187.0396,5830
1991,8973.49,6588.4653,5830
1992,10572.62,7535.7236,5830
1993,11028.91,7632.4634,5830
1994,11932.17,8051.397,5830
1995,12865.45,8441.8965,5830
1996,13376.43,8525.4502,5830
1997,13739.83,8560.6416,5830
1998,12546.01,7696.9385,5830
1999,13534.66,8124.0454,5830
2000,14641.41,8502.5605,5830
2001,13107.64,7401.2646,5830
2002,13369.78,7431.7847,5830
2003,13747.84,7471.6519,5830
2004,14985.79,7933.187,5830
2005,16022.94,8204.2705,5830
2006,16450.67,8160.0542,5830
2007,17122.38,8258.0371,5830
2008,17372.27,8068.7544,5830
2009,16330.98,7612.1973,5830
2010,18488,8478.5557,5830
2011,19979.67,8882.2617,5830
2012,20335.92,8857.3398,5830
1989,12186.99,9828.2178,5820
1990,13568.88,10381.699,5820
1991,15505.57,11384.413,5820
1992,17931.67,12780.948,5820
1993,20302.03,14049.848,5820
1994,22482.44,15170.338,5820
1995,23349.7,15321.326,5820
1996,24952.97,15903.742,5820
1997,27463.09,17110.959,5820
1998,25734.93,15788.301,5820
1999,24970.35,14988.205,5820
2000,25578.32,14853.845,5820
2001,25170.4,14212.535,5820
2002,24732.93,13748.155,5820
2003,23858.78,12966.728,5820
2004,24876.03,13168.889,5820
2005,26553.93,13596.481,5820
2006,28030.9,13904.216,5820
2007,30496.83,14708.467,5820
2008,31488.09,14625.013,5820
2009,30593.78,14260.375,5820
2010,32429.3,14872.005,5820
2011,34970.75,15546.771,5820
2012,36676.3,15974.416,5820
1989,7113.46533203125,5736.6655,5660
1990,8312.17578125,6359.7368,5660
1991,9377.7392578125,6885.271,5660
1992,12126.05078125,8642.9443,5660
1993,13713.3056640625,9490.1768,5660
1994,14979.041015625,10107.315,5660
1995,16465.02734375,10803.824,5660
1996,16357.400390625,10425.367,5660
1997,16199.1357421875,10092.919,5660
1998,14771.4951171875,9062.2666,5660
1999,13907.5048828125,8347.8418,5660
2000,14127.56640625,8204.1621,5660
2001,14869.7783203125,8396.2607,5660
2002,15777.583984375,8770.1973,5660
2003,17584.7890625,9556.9502,5660
2004,22369.728515625,11842.102,5660
2005,25189.66796875,12897.935,5660
2006,30368.787109375,15063.882,5660
2007,36620.234375,17661.754,5660
2008,40867.5546875,18981.416,5660
2009,40876.515625,19053.363,5660
2010,53045.98828125,24326.771,5660
2011,67012.9609375,29791.617,5660
2012,77078.8203125,33571.793,5660
1989,18157.93,14643.492,6021
1990,18858.22,14428.631,6021
1991,18668.05,13706.351,6021
1992,18089.07,12893.136,6021
1993,17429.52,12061.951,6021
1994,19725.52,13310.067,6021
1995,20929.85,13733.498,6021
1996,23201.57,14787.49,6021
1997,23017.57,14341.165,6021
1998,20340.85,12479.049,6021
1999,21778.63,13072.407,6021
2000,20876.31,12123.293,6021
2001,19457.24,10986.584,6021
2002,21610.11,12012.291,6021
2003,27193.09,14778.853,6021
2004,32673.23,17296.576,6021
2005,35976.04,18420.91,6021
2006,37713.29,18706.988,6021
2007,44982.82,21694.986,6021
2008,48951.34,22736.023,6021
2009,45429.71,21175.699,6021
2010,56250.57,25796.387,6021
2011,66201.52,29430.879,6021
2012,67304.47,29314.561,6021
1989,12943.73,10438.492,6141
1990,13278.32,10159.389,6141
1991,12331.48,9053.9502,6141
1992,11635.06,8292.9863,6141
1993,12389.85,8574.29,6141
1994,14415.37,9726.9707,6141
1995,16737.11,10982.356,6141
1996,18285.63,11654.322,6141
1997,18012.92,11223.003,6141
1998,14702.99,9020.2393,6141
1999,15175.99,9109.2373,6141
2000,13832.93,8033.0605,6141
2001,13501.87,7623.8677,6141
2002,15503.65,8617.9268,6141
2003,20224.41,10991.527,6141
2004,24584.17,13014.384,6141
2005,27118.27,13885.442,6141
2006,25918.65,12856.473,6141
2007,31329.09,15109.861,6141
2008,31119.79,14453.951,6141
2009,27470.5,12804.551,6141
2010,32459.07,14885.657,6141
2011,36687.08,16309.791,6141
2012,38254.62,16661.855,6141
1989,1680.13,1354.9435,6863
1990,1890.5,1446.4423,6863
1991,1940.42,1424.6843,6863
1992,2124.6,1514.3264,6863
1993,2238.62,1549.2179,6863
1994,2464.25,1662.7867,6863
1995,2652.41,1740.4266,6863
1996,2777.95,1770.5227,6863
1997,2757.12,1717.8318,6863
1998,2124.7,1303.4969,6863
1999,2375.13,1425.6482,6863
2000,2117.66,1229.7677,6863
2001,2064.34,1165.6353,6863
2002,2267.94,1260.6671,6863
2003,2820.08,1532.6521,6863
2004,3290.68,1742.0223,6863
2005,3518.9,1801.792,6863
2006,3599.35,1785.3918,6863
2007,3916.6,1888.9564,6863
2008,4141.2,1923.429,6863
2009,3311.63,1543.6172,6863
2010,3623.61,1661.7794,6863
2011,4196.36,1865.5548,6863
2012,4476.49,1949.7418,6863
1998,1297.61,796.07977,6150
1999,1279.66,768.10321,6150
2000,1226.01,711.96863,6150
2001,1277.32,721.24225,6150
2002,1508.22,838.36578,6150
2003,1861.87,1011.8859,6150
2004,2123.42,1124.0974,6150
2005,2276.3,1165.5402,6150
2006,2535.64,1257.7579,6150
2007,2888.13,1392.9305,6150
2008,2778.21,1290.3722,6150
2009,3151.14,1468.8096,6150
2010,3416.51,1566.8038,6150
2011,3501.09,1556.462,6150
2012,3761.97,1638.5315,6150
1995,2098.67,1377.0801,6820
1996,2064.43,1315.7617,6820
1997,1947.02,1213.0966,6820
1998,2064.31,1266.4479,6820
1999,2069.02,1241.9088,6820
2000,2182.06,1267.1661,6820
2001,2250.31,1270.6437,6820
2002,2270.76,1262.2346,6820
2003,2309.56,1255.1957,6820
2004,2264.1,1198.5707,6820
2005,2368.14,1212.5652,6820
2006,2411.02,1195.9424,6820
2007,2447.73,1180.5278,6820
2008,2516.7,1168.9109,6820
2009,2683.64,1250.8984,6820
2010,2862.43,1312.704,6820
2011,2989.37,1328.9692,6820
2012,3141.99,1368.4983,6820
2000,8366.59,4858.647,6830
2001,8704.99,4915.2964,6830
2002,8728.6,4851.918,6830
2003,8884.440000000001,4828.5,6830
2004,9699.58,5134.77,6830
2005,10397.49,5323.8555,6830
2006,10658.64,5287.0239,6830
2007,10979.77,5295.4873,6830
2008,11265.1,5232.208,6830
2009,10696.75,4985.9697,6830
2010,10879.54,4989.3325,6830
2011,12042.59,5353.7139,6830
2012,13282.9,5785.3867,6830
